df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
Developing open technology solutions in a simulated living lab environment: research in progress amidst the Covid-19 pandemic,https://pureportal.coventry.ac.uk/en/publications/developing-open-technology-solutions-in-a-simulated-living-lab-en,"Holliday, N.",https://pureportal.coventry.ac.uk/en/persons/nikki-holliday
"Developing Powerful Athletes, Part 1",https://pureportal.coventry.ac.uk/en/publications/developing-powerful-athletes-part-1,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
Do lower-limb kinematic and kinetic asymmetries transfer across sprint running and countermovement jumps in university rugby union players?,https://pureportal.coventry.ac.uk/en/publications/do-lower-limb-kinematic-and-kinetic-asymmetries-transfer-across-s,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Effects of exercise intensity on anticipation timing performance during a cycling task at moderate and vigorous intensities in children aged 7-11 years,https://pureportal.coventry.ac.uk/en/publications/effects-of-exercise-intensity-on-anticipation-timing-performance-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
First-Stance Phase Force Contributions to Acceleration Sprint Performance in Semi-Professional Soccer Players,https://pureportal.coventry.ac.uk/en/publications/first-stance-phase-force-contributions-to-acceleration-sprint-per,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Functional COL1A1 variants are associated with the risk of acute musculoskeletal soft tissue injuries,https://pureportal.coventry.ac.uk/en/publications/functional-col1a1-variants-are-associated-with-the-risk-of-acute-,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Heat-related issues and practical applications for Paralympic athletes at Tokyo 2020,https://pureportal.coventry.ac.uk/en/publications/heat-related-issues-and-practical-applications-for-paralympic-ath,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
High intensity interval training exercise-induced physiological changes and their potential influence on metabolic syndrome clinical biomarkers: a meta-analysis,https://pureportal.coventry.ac.uk/en/publications/high-intensity-interval-training-exercise-induced-physiological-c,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Impact of passive heat stress on persons with spinal cord injury: Implications for Olympic spectators,https://pureportal.coventry.ac.uk/en/publications/impact-of-passive-heat-stress-on-persons-with-spinal-cord-injury-,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Increased bone conducted vibration reduces motion sickness in automated vehicles,https://pureportal.coventry.ac.uk/en/publications/increased-bone-conducted-vibration-reduces-motion-sickness-in-aut,"Kanarachos, S.",https://pureportal.coventry.ac.uk/en/persons/stratis-kanarachos
Increased bone conducted vibration reduces motion sickness in automated vehicles,https://pureportal.coventry.ac.uk/en/publications/increased-bone-conducted-vibration-reduces-motion-sickness-in-aut,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Increased bone conducted vibration reduces motion sickness in automated vehicles,https://pureportal.coventry.ac.uk/en/publications/increased-bone-conducted-vibration-reduces-motion-sickness-in-aut,"Herriotts, P.",https://pureportal.coventry.ac.uk/en/persons/paul-herriotts
Individual vs. Group-based Strategies for Weight Loss and Management in Adults: Pen Profile Perceptions,https://pureportal.coventry.ac.uk/en/publications/individual-vs-group-based-strategies-for-weight-loss-and-manageme-2,"Clark, C.",https://pureportal.coventry.ac.uk/en/persons/cain-clark
Individual vs. Group-based Strategies for Weight Loss and Management in Adults: Pen Profile Perceptions,https://pureportal.coventry.ac.uk/en/publications/individual-vs-group-based-strategies-for-weight-loss-and-manageme-2,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Individual vs. Group-based Strategies for Weight Loss and Management in Adults: Pen Profile Perceptions,https://pureportal.coventry.ac.uk/en/publications/individual-vs-group-based-strategies-for-weight-loss-and-manageme-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Indoor air pollution, physical and comfort parameters related to schoolchildren's health: Data from the European SINPHONIE study",https://pureportal.coventry.ac.uk/en/publications/indoor-air-pollution-physical-and-comfort-parameters-related-to-s,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez
Inter-limb step asymmetry in closed and open skill sprint accelerations in soccer players,https://pureportal.coventry.ac.uk/en/publications/inter-limb-step-asymmetry-in-closed-and-open-skill-sprint-acceler,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Isometric Midthigh Pull Characteristics in Elite Youth Male Soccer Players: Comparisons by Age and Maturity Offset,https://pureportal.coventry.ac.uk/en/publications/isometric-midthigh-pull-characteristics-in-elite-youth-male-socce,"Morris, R. O.",https://pureportal.coventry.ac.uk/en/persons/rhys-morris
Isometric Midthigh Pull Characteristics in Elite Youth Male Soccer Players: Comparisons by Age and Maturity Offset,https://pureportal.coventry.ac.uk/en/publications/isometric-midthigh-pull-characteristics-in-elite-youth-male-socce,"Clarke, N. D.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Non-Invasive In Vivo Assessment of Cardiac Metabolism in the Healthy and Diabetic Human Heart Using Hyperpolarized 13C MRI,https://pureportal.coventry.ac.uk/en/publications/non-invasive-in-vivo-assessment-of-cardiac-metabolism-in-the-heal,"Dodd, M.",https://pureportal.coventry.ac.uk/en/persons/mike-dodd
Observing key characteristics of exercise referral schemes in the United Kingdom - Delivery approaches currently used in England.,https://pureportal.coventry.ac.uk/en/publications/observing-key-characteristics-of-exercise-referral-schemes-in-the,"Rowley, N.",https://pureportal.coventry.ac.uk/en/persons/nikita-rowley
Observing key characteristics of exercise referral schemes in the United Kingdom - Delivery approaches currently used in England.,https://pureportal.coventry.ac.uk/en/publications/observing-key-characteristics-of-exercise-referral-schemes-in-the,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
Observing key characteristics of exercise referral schemes in the United Kingdom - Delivery approaches currently used in England.,https://pureportal.coventry.ac.uk/en/publications/observing-key-characteristics-of-exercise-referral-schemes-in-the,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Preventive antibiotic treatment of calves: emergence of dysbiosis causing propagation of obese state-associated and mobile multidrug resistance-carrying bacteria,https://pureportal.coventry.ac.uk/en/publications/preventive-antibiotic-treatment-of-calves-emergence-of-dysbiosis-,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Preventive antibiotic treatment of calves: emergence of dysbiosis causing propagation of obese state-associated and mobile multidrug resistance-carrying bacteria,https://pureportal.coventry.ac.uk/en/publications/preventive-antibiotic-treatment-of-calves-emergence-of-dysbiosis-,"Morozov, I. Y.",https://pureportal.coventry.ac.uk/en/persons/igor-morozov
Profiling movement behaviours in pre-school children: A self-organised map approach,https://pureportal.coventry.ac.uk/en/publications/profiling-movement-behaviours-in-pre-school-children-a-self-organ,"Clark, C.",https://pureportal.coventry.ac.uk/en/persons/cain-clark
Profiling movement behaviours in pre-school children: A self-organised map approach,https://pureportal.coventry.ac.uk/en/publications/profiling-movement-behaviours-in-pre-school-children-a-self-organ,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Profiling movement behaviours in pre-school children: A self-organised map approach,https://pureportal.coventry.ac.uk/en/publications/profiling-movement-behaviours-in-pre-school-children-a-self-organ,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Raising the Digital Profile of Facial Palsy: National Surveys of Patients' and Clinicians' Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p,"Szczepura, A.",https://pureportal.coventry.ac.uk/en/persons/ala-szczepura
Raising the Digital Profile of Facial Palsy: National Surveys of Patients' and Clinicians' Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p,"Holliday, N.",https://pureportal.coventry.ac.uk/en/persons/nikki-holliday
Raising the Digital Profile of Facial Palsy: National Surveys of Patients' and Clinicians' Experiences of Changing UK Treatment Pathways and Views on the Future Role of Digital Technology,https://pureportal.coventry.ac.uk/en/publications/raising-the-digital-profile-of-facial-palsy-national-surveys-of-p,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Resistance training protocols promote strength increase without morphological changes,https://pureportal.coventry.ac.uk/en/publications/resistance-training-protocols-promote-strength-increase-without-m,"Ferreira, L. G.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2
"Rheological, tribological and sensory attributes of texture-modified foods for dysphagia patients and the elderly: A review",https://pureportal.coventry.ac.uk/en/publications/rheological-tribological-and-sensory-attributes-of-texture-modifi,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
"Run, Jump, Throw and Catch: How proficient are children attending English schools at the Fundamental Motor Skills identified as key within the school curriculum?",https://pureportal.coventry.ac.uk/en/publications/run-jump-throw-and-catch-how-proficient-are-children-attending-en,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Run, Jump, Throw and Catch: How proficient are children attending English schools at the Fundamental Motor Skills identified as key within the school curriculum?",https://pureportal.coventry.ac.uk/en/publications/run-jump-throw-and-catch-how-proficient-are-children-attending-en,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
"Run, Jump, Throw and Catch: How proficient are children attending English schools at the Fundamental Motor Skills identified as key within the school curriculum?",https://pureportal.coventry.ac.uk/en/publications/run-jump-throw-and-catch-how-proficient-are-children-attending-en,"Clark, C.",https://pureportal.coventry.ac.uk/en/persons/cain-clark
"Run, Jump, Throw and Catch: How proficient are children attending English schools at the Fundamental Motor Skills identified as key within the school curriculum?",https://pureportal.coventry.ac.uk/en/publications/run-jump-throw-and-catch-how-proficient-are-children-attending-en,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
"Synthesis, Stability, and Biological Studies of Fluorinated Analogues of Thromboxane A2",https://pureportal.coventry.ac.uk/en/publications/synthesis-stability-and-biological-studies-of-fluorinated-analogu,"Mallah, S.",https://pureportal.coventry.ac.uk/en/persons/shahida-mallah
The Effectiveness of a Primary School Based Badminton Intervention on Children’s Fundamental Movement Skills,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-a-primary-school-based-badminton-interventio,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The Effectiveness of a Primary School Based Badminton Intervention on Children’s Fundamental Movement Skills,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-a-primary-school-based-badminton-interventio,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
The Effectiveness of a Primary School Based Badminton Intervention on Children’s Fundamental Movement Skills,https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-a-primary-school-based-badminton-interventio,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
The Effects of Caffeine Ingestion on Measures of Rowing Performance: A Systematic Review and Meta-Analysis,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-caffeine-ingestion-on-measures-of-rowing-performan,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The Effects of Caffeine Ingestion on Measures of Rowing Performance: A Systematic Review and Meta-Analysis,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-caffeine-ingestion-on-measures-of-rowing-performan,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on,"Clark, C.",https://pureportal.coventry.ac.uk/en/persons/cain-clark
The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
The Effects of Combined Movement and Storytelling Intervention on Motor Skills in South Asian and White Children Aged 5–6 Years Living in the United Kingdom,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-combined-movement-and-storytelling-intervention-on,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"The effects of stretching with cryotherapy, stretching with heat and stretching alone on hamstring flexibility in physically active females",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-stretching-with-cryotherapy-stretching-with-heat-a,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
The effects of turmeric on the grain structure and properties of copper electrodeposited composites,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-turmeric-on-the-grain-structure-and-properties-of-,"Wu, L.",https://pureportal.coventry.ac.uk/en/persons/liang-wu
The effects of turmeric on the grain structure and properties of copper electrodeposited composites,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-turmeric-on-the-grain-structure-and-properties-of-,"Graves, J.",https://pureportal.coventry.ac.uk/en/persons/john-graves
The effects of turmeric on the grain structure and properties of copper electrodeposited composites,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-turmeric-on-the-grain-structure-and-properties-of-,"Cobley, A.",https://pureportal.coventry.ac.uk/en/persons/andrew-cobley
"The impact of a high-fat diet in mice is dependent on duration and age, and differs between muscles",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-a-high-fat-diet-in-mice-is-dependent-on-duration-an,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The impact of rule modifications on player behaviour in a talent identification and development environment: A case study of the Rugby Football Union’s Wellington Academy Rugby Festival,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-rule-modifications-on-player-behaviour-in-a-talent-,"Ashford, M.",https://pureportal.coventry.ac.uk/en/persons/mike-ashford
The Kinematic and Kinetic Development of Sprinting and Countermovement Jump Performance in Boys,https://pureportal.coventry.ac.uk/en/publications/the-kinematic-and-kinetic-development-of-sprinting-and-countermov,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
The Kinematic and Kinetic Development of Sprinting and Countermovement Jump Performance in Boys,https://pureportal.coventry.ac.uk/en/publications/the-kinematic-and-kinetic-development-of-sprinting-and-countermov,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
The Kinematic and Kinetic Development of Sprinting and Countermovement Jump Performance in Boys,https://pureportal.coventry.ac.uk/en/publications/the-kinematic-and-kinetic-development-of-sprinting-and-countermov,"Mundy, P.",https://pureportal.coventry.ac.uk/en/persons/peter-mundy
The Kinematic and Kinetic Development of Sprinting and Countermovement Jump Performance in Boys,https://pureportal.coventry.ac.uk/en/publications/the-kinematic-and-kinetic-development-of-sprinting-and-countermov,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Tópicos em fisiologia e bioquímica com ênfase no exercício e treinamento físico,https://pureportal.coventry.ac.uk/en/publications/t%C3%B3picos-in-physiology-and-biochemistry-with-emphasis-on-physical-,"Guimarães-Ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2
Understanding the presence of mental fatigue in English academy soccer players,https://pureportal.coventry.ac.uk/en/publications/understanding-the-presence-of-mental-fatigue-in-english-academy-s,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Using accelerometry to classify physical activity intensity in older adults: What is the optimal wear-site?,https://pureportal.coventry.ac.uk/en/publications/using-accelerometry-to-classify-physical-activity-intensity-in-ol,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Using accelerometry to classify physical activity intensity in older adults: What is the optimal wear-site?,https://pureportal.coventry.ac.uk/en/publications/using-accelerometry-to-classify-physical-activity-intensity-in-ol,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
Using accelerometry to classify physical activity intensity in older adults: What is the optimal wear-site?,https://pureportal.coventry.ac.uk/en/publications/using-accelerometry-to-classify-physical-activity-intensity-in-ol,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill
Using accelerometry to classify physical activity intensity in older adults: What is the optimal wear-site?,https://pureportal.coventry.ac.uk/en/publications/using-accelerometry-to-classify-physical-activity-intensity-in-ol,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
Using accelerometry to classify physical activity intensity in older adults: What is the optimal wear-site?,https://pureportal.coventry.ac.uk/en/publications/using-accelerometry-to-classify-physical-activity-intensity-in-ol,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Ventilatory and chronotropic incompetence during incremental and constant load exercise in end-stage renal disease: a comparative physiology study,https://pureportal.coventry.ac.uk/en/publications/ventilatory-and-chronotropic-incompetence-during-incremental-and-,"McGuire, S.",https://pureportal.coventry.ac.uk/en/persons/scott-mcguire-2
Ventilatory and chronotropic incompetence during incremental and constant load exercise in end-stage renal disease: a comparative physiology study,https://pureportal.coventry.ac.uk/en/publications/ventilatory-and-chronotropic-incompetence-during-incremental-and-,"Horton, E. J.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Ventilatory and chronotropic incompetence during incremental and constant load exercise in end-stage renal disease: a comparative physiology study,https://pureportal.coventry.ac.uk/en/publications/ventilatory-and-chronotropic-incompetence-during-incremental-and-,"Renshaw, D.",https://pureportal.coventry.ac.uk/en/persons/derek-renshaw
Ventilatory and chronotropic incompetence during incremental and constant load exercise in end-stage renal disease: a comparative physiology study,https://pureportal.coventry.ac.uk/en/publications/ventilatory-and-chronotropic-incompetence-during-incremental-and-,"McGregor, G.",https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor
A combined movement and story-telling intervention enhances motor competence and language ability in pre-schoolers to a greater extent than movement or story-telling alone,https://pureportal.coventry.ac.uk/en/publications/a-combined-movement-and-story-telling-intervention-enhances-motor,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
A combined movement and story-telling intervention enhances motor competence and language ability in pre-schoolers to a greater extent than movement or story-telling alone,https://pureportal.coventry.ac.uk/en/publications/a-combined-movement-and-story-telling-intervention-enhances-motor,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
A Comparison of a Smartphone App with Other GPS Tracking Type Devices Employed in Football,https://pureportal.coventry.ac.uk/en/publications/a-comparison-of-a-smartphone-app-with-other-gps-tracking-type-dev,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Ageing alters the severity of Sunitinib-induced cardiotoxicity: Investigating the mitogen activated kinase kinase 7 pathway association,https://pureportal.coventry.ac.uk/en/publications/ageing-alters-the-severity-of-sunitinib-induced-cardiotoxicity-in,"Sandhu, H.",https://pureportal.coventry.ac.uk/en/persons/hardip-sandhu
Ageing alters the severity of Sunitinib-induced cardiotoxicity: Investigating the mitogen activated kinase kinase 7 pathway association,https://pureportal.coventry.ac.uk/en/publications/ageing-alters-the-severity-of-sunitinib-induced-cardiotoxicity-in,"Maddock, H.",https://pureportal.coventry.ac.uk/en/persons/helen-maddock
Altering the wetting properties of orthopaedic titanium alloy (Ti–6Al–7Nb) using laser shock peening,https://pureportal.coventry.ac.uk/en/publications/altering-the-wetting-properties-of-orthopaedic-titanium-alloy-ti6,"Waugh, D.",https://pureportal.coventry.ac.uk/en/persons/david-waugh
Application of levitation-jet synthesized nickel-based nanoparticles for gas sensing,https://pureportal.coventry.ac.uk/en/publications/application-of-levitation-jet-synthesized-nickel-based-nanopartic,"Tarttelin Hernandez, P.",https://pureportal.coventry.ac.uk/en/persons/paula-tarttelin-hernandez
Applying a strengths-based psychoeducational model of rehabilitation to the treatment of intimate partner violence: Program theory and logic model,https://pureportal.coventry.ac.uk/en/publications/applying-a-strengths-based-psychoeducational-model-of-rehabilitat,"Holdsworth, E.",https://pureportal.coventry.ac.uk/en/persons/emma-holdsworth
"A route to a more sustainable nickel composite electrodeposit, using turmeric and a new low nickel ion concentration electrolyte",https://pureportal.coventry.ac.uk/en/publications/a-route-to-a-more-sustainable-nickel-composite-electrodeposit-usi,"Wu, L.",https://pureportal.coventry.ac.uk/en/persons/liang-wu
"A route to a more sustainable nickel composite electrodeposit, using turmeric and a new low nickel ion concentration electrolyte",https://pureportal.coventry.ac.uk/en/publications/a-route-to-a-more-sustainable-nickel-composite-electrodeposit-usi,"Graves, J.",https://pureportal.coventry.ac.uk/en/persons/john-graves
"A route to a more sustainable nickel composite electrodeposit, using turmeric and a new low nickel ion concentration electrolyte",https://pureportal.coventry.ac.uk/en/publications/a-route-to-a-more-sustainable-nickel-composite-electrodeposit-usi,"Cobley, A.",https://pureportal.coventry.ac.uk/en/persons/andrew-cobley
Asymmetry of dominant and non-dominant shoulders in university level men and women volleyball players,https://pureportal.coventry.ac.uk/en/publications/asymmetry-of-dominant-and-non-dominant-shoulders-in-university-le,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Augmented reality: virtual patients for clinical exercise prescription,https://pureportal.coventry.ac.uk/en/publications/augmented-reality-virtual-patients-for-clinical-exercise-prescrip,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Brain STAT5 Modulates Long-Term Metabolic and Epigenetic Changes Induced by Pregnancy and Lactation in Female Mice,https://pureportal.coventry.ac.uk/en/publications/brain-stat5-modulates-long-term-metabolic-and-epigenetic-changes-,"Furigo, I. C.",https://pureportal.coventry.ac.uk/en/persons/isadora-clivatti-furigo
Caffeine Supplementation for Powerlifting Competitions: an Evidence-Based Approach,https://pureportal.coventry.ac.uk/en/publications/caffeine-supplementation-for-powerlifting-competitions-an-evidenc,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Can arm movements improve postural stability during challenging standing balance tasks?,https://pureportal.coventry.ac.uk/en/publications/can-arm-movements-improve-postural-stability-during-challenging-s,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Can arm movements improve postural stability during challenging standing balance tasks?,https://pureportal.coventry.ac.uk/en/publications/can-arm-movements-improve-postural-stability-during-challenging-s,"Hill, M.",https://pureportal.coventry.ac.uk/en/persons/mathew-hill
Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"McGuire, S.",https://pureportal.coventry.ac.uk/en/persons/scott-mcguire-2
Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"Horton, E. J.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"Renshaw, D.",https://pureportal.coventry.ac.uk/en/persons/derek-renshaw
Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"Maddock, H.",https://pureportal.coventry.ac.uk/en/persons/helen-maddock
Cardiac stunning during haemodialysis: the therapeutic effect of intra-dialytic exercise,https://pureportal.coventry.ac.uk/en/publications/cardiac-stunning-during-hemodialysis-the-therapeutic-effect-of-in,"McGregor, G.",https://pureportal.coventry.ac.uk/en/persons/gordon-mcgregor
Cardiorespiratory coordination reveals training-specific physiological adaptations,https://pureportal.coventry.ac.uk/en/publications/cardiorespiratory-coordination-reveals-training-specific-physiolo,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Cervical range of motion in school age rugby union players:  A cross sectional study,https://pureportal.coventry.ac.uk/en/publications/cervical-range-of-motion-in-school-age-rugby-union-players-a-cros,"Morgan, R.",https://pureportal.coventry.ac.uk/en/persons/richard-morgan-2
Cervical range of motion in school age rugby union players:  A cross sectional study,https://pureportal.coventry.ac.uk/en/publications/cervical-range-of-motion-in-school-age-rugby-union-players-a-cros,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
Cervical range of motion in school age rugby union players:  A cross sectional study,https://pureportal.coventry.ac.uk/en/publications/cervical-range-of-motion-in-school-age-rugby-union-players-a-cros,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Cervical range of motion in school age rugby union players:  A cross sectional study,https://pureportal.coventry.ac.uk/en/publications/cervical-range-of-motion-in-school-age-rugby-union-players-a-cros,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
Coffee Ingestion Improves 5 km Cycling Performance in Men and Women by a Similar Magnitude,https://pureportal.coventry.ac.uk/en/publications/coffee-ingestion-improves-5-km-cycling-performance-in-men-and-wom,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
Critical evaluation of the extrapolation of data relative to antioxidant function from the laboratory and their implications on food production and human health: a review,https://pureportal.coventry.ac.uk/en/publications/critical-evaluation-of-the-extrapolation-of-data-relative-to-anti,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Critical evaluation of the extrapolation of data relative to antioxidant function from the laboratory and their implications on food production and human health: a review,https://pureportal.coventry.ac.uk/en/publications/critical-evaluation-of-the-extrapolation-of-data-relative-to-anti,"Stewart, D.",https://pureportal.coventry.ac.uk/en/persons/david-stewart
Detection of Heterogeneous Protein S-Acylation in Cells,https://pureportal.coventry.ac.uk/en/publications/detection-of-heterogeneous-protein-s-acylation-in-cells,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
"Do changes in cardiorespiratory fitness resulting from physical activity interventions impact academic performance and executive function in children and adolescents? A systematic review, meta-analysis, and meta-regression",https://pureportal.coventry.ac.uk/en/publications/do-changes-in-cardiorespiratory-fitness-resulting-from-physical-a,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
"Do changes in cardiorespiratory fitness resulting from physical activity interventions impact academic performance and executive function in children and adolescents? A systematic review, meta-analysis, and meta-regression",https://pureportal.coventry.ac.uk/en/publications/do-changes-in-cardiorespiratory-fitness-resulting-from-physical-a,"Willinger, N.",https://pureportal.coventry.ac.uk/en/persons/nadja-willinger
"Do changes in cardiorespiratory fitness resulting from physical activity interventions impact academic performance and executive function in children and adolescents? A systematic review, meta-analysis, and meta-regression",https://pureportal.coventry.ac.uk/en/publications/do-changes-in-cardiorespiratory-fitness-resulting-from-physical-a,"Jimenez, A.",https://pureportal.coventry.ac.uk/en/persons/alfonso-jimenez
"Does Dietary-Induced Obesity in Old Age Impair the Contractile Performance of Isolated Mouse Soleus, Extensor Digitorum Longus and Diaphragm Skeletal Muscles?",https://pureportal.coventry.ac.uk/en/publications/does-dietary-induced-obesity-in-old-age-impair-the-contractile-pe,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
